"","GEOID","white","hisp","no_income","poverty"
"21005","060871222032",1412,NA,NA,NA
"21006","060871223001",739,NA,NA,NA
"21007","060871223002",832,NA,NA,NA
"21008","060871223003",1622,NA,NA,NA
"21009","060871224001",1507,NA,NA,NA
"21010","060871224002",1154,NA,NA,NA
"21011","060871224003",1149,NA,NA,NA
"21012","060871224004",498,NA,NA,NA
"21013","060871224005",691,NA,NA,NA
"21014","060871224006",728,NA,NA,NA
"21015","060871225001",959,NA,NA,NA
"21016","060871225002",1255,NA,NA,NA
"21017","060871225003",544,NA,NA,NA
"21018","060871225004",1034,NA,NA,NA
"21019","060871231001",1127,NA,NA,NA
"21020","060871231002",1029,NA,NA,NA
"21021","060871233001",1195,NA,NA,NA
"21022","060879901000",0,NA,NA,NA
"21023","060890101001",701,NA,NA,NA
"21024","060890101002",632,NA,NA,NA
"21025","060890102001",2106,NA,NA,NA
"21026","060890103001",1418,NA,NA,NA
"21027","060890103002",2246,NA,NA,NA
"21028","060890104001",1116,NA,NA,NA
"21029","060890104002",1027,NA,NA,NA
"21030","060890104003",688,NA,NA,NA
"21031","060890104004",1000,NA,NA,NA
"21032","060890105001",1691,NA,NA,NA
"21033","060890105002",1646,NA,NA,NA
"21034","060890105003",1782,NA,NA,NA
"21035","060890106011",1027,NA,NA,NA
"21036","060890106012",1013,NA,NA,NA
"21037","060890106021",1068,NA,NA,NA
"21038","060890106022",782,NA,NA,NA
"21039","060890106023",1276,NA,NA,NA
"21040","060890106024",1285,NA,NA,NA
"21041","060890106031",299,NA,NA,NA
"21042","060890106032",894,NA,NA,NA
"21043","060890107021",1778,NA,NA,NA
"21044","060890107022",1478,NA,NA,NA
"21045","060890107031",846,NA,NA,NA
"21046","060890107032",1924,NA,NA,NA
"21047","060890107041",1105,NA,NA,NA
"21048","060890107042",602,NA,NA,NA
"21049","060890107043",1534,NA,NA,NA
"21050","060890108031",1720,NA,NA,NA
"21051","060890108032",1057,NA,NA,NA
"21052","060890108033",1973,NA,NA,NA
"21053","060890108041",1035,NA,NA,NA
"21054","060890108042",1244,NA,NA,NA
"21055","060890108051",1021,NA,NA,NA
"21056","060890108052",3510,NA,NA,NA
"21057","060890108061",1673,NA,NA,NA
"21058","060890108062",903,NA,NA,NA
"21059","060890108071",1659,NA,NA,NA
"21060","060890108072",2494,NA,NA,NA
"21061","060890109001",1424,NA,NA,NA
"21062","060890109002",1354,NA,NA,NA
"21063","060890110011",713,NA,NA,NA
"21064","060890110012",880,NA,NA,NA
"21065","060890110021",1166,NA,NA,NA
"21066","060890110022",618,NA,NA,NA
"21067","060890110023",1099,NA,NA,NA
"21068","060890110024",1288,NA,NA,NA
"21069","060890111001",1402,NA,NA,NA
"21070","060890111002",1533,NA,NA,NA
"21071","060890112091",1133,NA,NA,NA
"21072","060890112092",1658,NA,NA,NA
"21073","060890112093",920,NA,NA,NA
"21074","060890112094",1069,NA,NA,NA
"21075","060890113001",1091,NA,NA,NA
"21076","060890113002",934,NA,NA,NA
"21077","060890113003",897,NA,NA,NA
"21078","060890113004",976,NA,NA,NA
"21079","060890114011",1256,NA,NA,NA
"21080","060890114012",870,NA,NA,NA
"21081","060890114013",1364,NA,NA,NA
"21082","060890114021",1481,NA,NA,NA
"21083","060890114022",1384,NA,NA,NA
"21084","060890114031",1394,NA,NA,NA
"21085","060890114032",1003,NA,NA,NA
"21086","060890115001",950,NA,NA,NA
"21087","060890115002",1325,NA,NA,NA
"21088","060890115003",1435,NA,NA,NA
"21089","060890115004",1634,NA,NA,NA
"21090","060890116001",739,NA,NA,NA
"21091","060890116002",1372,NA,NA,NA
"21092","060890116003",919,NA,NA,NA
"21093","060890117011",467,NA,NA,NA
"21094","060890117012",1448,NA,NA,NA
"21095","060890117021",872,NA,NA,NA
"21096","060890117022",1495,NA,NA,NA
"21097","060890117023",736,NA,NA,NA
"21098","060890117031",842,NA,NA,NA
"21099","060890117032",936,NA,NA,NA
"21100","060890117033",1197,NA,NA,NA
"21101","060890118011",1221,NA,NA,NA
"21102","060890118012",814,NA,NA,NA
"21103","060890118021",759,NA,NA,NA
"21104","060890118022",1611,NA,NA,NA
"21105","060890118031",839,NA,NA,NA
"21106","060890118032",765,NA,NA,NA
"21107","060890118033",972,NA,NA,NA
"21108","060890119001",1098,NA,NA,NA
"21109","060890119002",990,NA,NA,NA
"21110","060890119003",801,NA,NA,NA
"21111","060890119004",1082,NA,NA,NA
"21112","060890120001",561,NA,NA,NA
"21113","060890120002",765,NA,NA,NA
"21114","060890120003",884,NA,NA,NA
"21115","060890120004",1663,NA,NA,NA
"21116","060890121011",1258,NA,NA,NA
"21117","060890121012",1272,NA,NA,NA
"21118","060890121013",1447,NA,NA,NA
"21119","060890121021",843,NA,NA,NA
"21120","060890121022",972,NA,NA,NA
"21121","060890122001",2156,NA,NA,NA
"21122","060890122002",766,NA,NA,NA
"21123","060890122003",785,NA,NA,NA
"21124","060890122004",1890,NA,NA,NA
"21125","060890123011",1251,NA,NA,NA
"21126","060890123012",864,NA,NA,NA
"21127","060890123021",889,NA,NA,NA
"21128","060890123022",596,NA,NA,NA
"21129","060890123023",1213,NA,NA,NA
"21130","060890123024",2193,NA,NA,NA
"21131","060890123031",1961,NA,NA,NA
"21132","060890123032",1665,NA,NA,NA
"21133","060890124001",946,NA,NA,NA
"21134","060890124002",864,NA,NA,NA
"21135","060890124003",1465,NA,NA,NA
"21136","060890125001",570,NA,NA,NA
"21137","060890125002",856,NA,NA,NA
"21138","060890126011",1796,NA,NA,NA
"21139","060890126012",1148,NA,NA,NA
"21140","060890126013",1741,NA,NA,NA
"21141","060890126031",885,NA,NA,NA
"21142","060890126032",1165,NA,NA,NA
"21143","060890126033",945,NA,NA,NA
"21144","060890126034",867,NA,NA,NA
"21145","060890126041",740,NA,NA,NA
"21146","060890126042",1119,NA,NA,NA
"21147","060890127011",1659,NA,NA,NA
"21148","060890127012",562,NA,NA,NA
"21149","060890127013",1438,NA,NA,NA
"21150","060890127014",576,NA,NA,NA
"21151","060890127021",399,NA,NA,NA
"21152","060890127022",1147,NA,NA,NA
"21153","060890127023",863,NA,NA,NA
"21154","060910100001",809,NA,NA,NA
"21155","060910100002",773,NA,NA,NA
"21156","060910100003",501,NA,NA,NA
"21157","060910100004",534,NA,NA,NA
"21158","060910100005",346,NA,NA,NA
"21159","060930001001",1033,NA,NA,NA
"21160","060930002001",1554,NA,NA,NA
"21161","060930003001",1567,NA,NA,NA
"21162","060930003002",898,NA,NA,NA
"21163","060930003003",939,NA,NA,NA
"21164","060930004001",611,NA,NA,NA
"21165","060930005001",640,NA,NA,NA
"21166","060930005002",203,NA,NA,NA
"21167","060930005003",402,NA,NA,NA
"21168","060930006001",1446,NA,NA,NA
"21169","060930007011",794,NA,NA,NA
"21170","060930007012",795,NA,NA,NA
"21171","060930007013",966,NA,NA,NA
"21172","060930007014",805,NA,NA,NA
"21173","060930007021",1562,NA,NA,NA
"21174","060930007022",1645,NA,NA,NA
"21175","060930007031",384,NA,NA,NA
"21176","060930007032",983,NA,NA,NA
"21177","060930007033",1329,NA,NA,NA
"21178","060930008001",1809,NA,NA,NA
"21179","060930008002",457,NA,NA,NA
"21180","060930008003",674,NA,NA,NA
"21181","060930009001",291,NA,NA,NA
"21182","060930009002",1443,NA,NA,NA
"21183","060930009003",612,NA,NA,NA
"21184","060930009004",2737,NA,NA,NA
"21185","060930009005",785,NA,NA,NA
"21186","060930009006",335,NA,NA,NA
"21187","060930010001",478,NA,NA,NA
"21188","060930010002",1192,NA,NA,NA
"21189","060930010003",1481,NA,NA,NA
"21190","060930010004",1579,NA,NA,NA
"21191","060930010005",1534,NA,NA,NA
"21192","060930011001",270,NA,NA,NA
"21193","060930011002",694,NA,NA,NA
"21194","060930011003",730,NA,NA,NA
"21195","060930012001",1190,NA,NA,NA
"21196","060952501031",433,NA,NA,NA
"21197","060952501032",419,NA,NA,NA
"21198","060952501033",441,NA,NA,NA
"21199","060952501041",256,NA,NA,NA
"21200","060952501042",383,NA,NA,NA
"21201","060952501051",309,NA,NA,NA
"21202","060952501052",591,NA,NA,NA
"21203","060952501053",666,NA,NA,NA
"21204","060952501061",681,NA,NA,NA
"21205","060952501062",721,NA,NA,NA
"21206","060952502001",425,NA,NA,NA
"21207","060952502002",572,NA,NA,NA
"21208","060952502003",821,NA,NA,NA
"21209","060952503001",305,NA,NA,NA
"21210","060952503002",419,NA,NA,NA
"21211","060952503003",411,NA,NA,NA
"21212","060952504001",568,NA,NA,NA
"21213","060952504002",908,NA,NA,NA
"21214","060952504003",368,NA,NA,NA
"21215","060952505011",596,NA,NA,NA
"21216","060952505012",616,NA,NA,NA
"21217","060952505021",466,NA,NA,NA
"21218","060952505022",526,NA,NA,NA
"21219","060952506011",990,NA,NA,NA
"21220","060952506012",727,NA,NA,NA
"21221","060952506013",281,NA,NA,NA
"21222","060952506041",574,NA,NA,NA
"21223","060952506042",377,NA,NA,NA
"21224","060952506043",510,NA,NA,NA
"21225","060952506051",257,NA,NA,NA
"21226","060952506052",328,NA,NA,NA
"21227","060952506053",766,NA,NA,NA
"21228","060952507011",632,NA,NA,NA
"21229","060952507012",599,NA,NA,NA
"21230","060952508011",760,NA,NA,NA
"21231","060952508012",490,NA,NA,NA
"21232","060952508013",371,NA,NA,NA
"21233","060952509001",245,NA,NA,NA
"21234","060952509002",432,NA,NA,NA
"21235","060952510001",406,NA,NA,NA
"21236","060952510002",495,NA,NA,NA
"21237","060952510003",480,NA,NA,NA
"21238","060952511001",797,NA,NA,NA
"21239","060952511002",194,NA,NA,NA
"21240","060952512001",458,NA,NA,NA
"21241","060952512002",703,NA,NA,NA
"21242","060952512003",331,NA,NA,NA
"21243","060952513001",374,NA,NA,NA
"21244","060952513002",691,NA,NA,NA
"21245","060952513003",764,NA,NA,NA
"21246","060952514001",1436,NA,NA,NA
"21247","060952514002",852,NA,NA,NA
"21248","060952514003",1000,NA,NA,NA
"21249","060952515001",169,NA,NA,NA
"21250","060952515002",562,NA,NA,NA
"21251","060952515003",373,NA,NA,NA
"21252","060952516001",226,NA,NA,NA
"21253","060952516002",855,NA,NA,NA
"21254","060952517011",717,NA,NA,NA
"21255","060952517012",907,NA,NA,NA
"21256","060952517021",349,NA,NA,NA
"21257","060952517022",358,NA,NA,NA
"21258","060952518021",940,NA,NA,NA
"21259","060952518031",415,NA,NA,NA
"21260","060952518032",586,NA,NA,NA
"21261","060952518033",565,NA,NA,NA
"21262","060952518034",300,NA,NA,NA
"21263","060952518041",273,NA,NA,NA
"21264","060952518042",168,NA,NA,NA
"21265","060952518043",460,NA,NA,NA
"21266","060952519011",466,NA,NA,NA
"21267","060952519012",537,NA,NA,NA
"21268","060952519013",569,NA,NA,NA
"21269","060952519021",548,NA,NA,NA
"21270","060952519022",540,NA,NA,NA
"21271","060952519023",52,NA,NA,NA
"21272","060952519024",524,NA,NA,NA
"21273","060952519031",81,NA,NA,NA
"21274","060952519032",574,NA,NA,NA
"21275","060952519033",768,NA,NA,NA
"21276","060952520001",1360,NA,NA,NA
"21277","060952520002",900,NA,NA,NA
"21278","060952520003",1014,NA,NA,NA
"21279","060952520004",657,NA,NA,NA
"21280","060952521021",1536,NA,NA,NA
"21281","060952521022",1489,NA,NA,NA
"21282","060952521031",224,NA,NA,NA
"21283","060952521032",728,NA,NA,NA
"21284","060952521033",649,NA,NA,NA
"21285","060952521041",1241,NA,NA,NA
"21286","060952521042",1070,NA,NA,NA
"21287","060952521043",843,NA,NA,NA
"21288","060952521051",1363,NA,NA,NA
"21289","060952521052",1009,NA,NA,NA
"21290","060952521061",1081,NA,NA,NA
"21291","060952521062",1065,NA,NA,NA
"21292","060952521063",998,NA,NA,NA
"21293","060952521071",1695,NA,NA,NA
"21294","060952521072",1142,NA,NA,NA
"21295","060952521081",1212,NA,NA,NA
"21296","060952521082",1215,NA,NA,NA
"21297","060952522011",1798,NA,NA,NA
"21298","060952522012",260,NA,NA,NA
"21299","060952522013",421,NA,NA,NA
"21300","060952522014",2422,NA,NA,NA
"21301","060952522021",569,NA,NA,NA
"21302","060952522022",1020,NA,NA,NA
"21303","060952522023",773,NA,NA,NA
"21304","060952522024",2224,NA,NA,NA
"21305","060952523051",1643,NA,NA,NA
"21306","060952523052",629,NA,NA,NA
"21307","060952523053",1222,NA,NA,NA
"21308","060952523061",1162,NA,NA,NA
"21309","060952523062",1112,NA,NA,NA
"21310","060952523101",1195,NA,NA,NA
"21311","060952523102",586,NA,NA,NA
"21312","060952523111",718,NA,NA,NA
"21313","060952523112",950,NA,NA,NA
"21314","060952523113",371,NA,NA,NA
"21315","060952523121",1307,NA,NA,NA
"21316","060952523122",1020,NA,NA,NA
"21317","060952523131",355,NA,NA,NA
"21318","060952523132",717,NA,NA,NA
"21319","060952523133",2084,NA,NA,NA
"21320","060952523141",813,NA,NA,NA
"21321","060952523142",731,NA,NA,NA
"21322","060952523143",724,NA,NA,NA
"21323","060952523151",751,NA,NA,NA
"21324","060952523152",313,NA,NA,NA
"21325","060952523153",837,NA,NA,NA
"21326","060952523161",691,NA,NA,NA
"21327","060952523162",374,NA,NA,NA
"21328","060952523171",1720,NA,NA,NA
"21329","060952523172",2356,NA,NA,NA
"21330","060952524011",512,NA,NA,NA
"21331","060952524012",539,NA,NA,NA
"21332","060952524013",989,NA,NA,NA
"21333","060952524014",515,NA,NA,NA
"21334","060952524021",766,NA,NA,NA
"21335","060952524022",1272,NA,NA,NA
"21336","060952524023",1302,NA,NA,NA
"21337","060952525011",146,NA,NA,NA
"21338","060952525012",1140,NA,NA,NA
"21339","060952525021",388,NA,NA,NA
"21340","060952525022",497,NA,NA,NA
"21341","060952526041",370,NA,NA,NA
"21342","060952526042",1184,NA,NA,NA
"21343","060952526043",532,NA,NA,NA
"21344","060952526051",723,NA,NA,NA
"21345","060952526052",1529,NA,NA,NA
"21346","060952526053",507,NA,NA,NA
"21347","060952526061",860,NA,NA,NA
"21348","060952526062",221,NA,NA,NA
"21349","060952526063",1178,NA,NA,NA
"21350","060952526071",921,NA,NA,NA
"21351","060952526072",1344,NA,NA,NA
"21352","060952526081",444,NA,NA,NA
"21353","060952526082",1142,NA,NA,NA
"21354","060952526101",874,NA,NA,NA
"21355","060952526102",838,NA,NA,NA
"21356","060952526111",639,NA,NA,NA
"21357","060952526112",609,NA,NA,NA
"21358","060952526113",337,NA,NA,NA
"21359","060952527021",721,NA,NA,NA
"21360","060952527022",694,NA,NA,NA
"21361","060952527023",519,NA,NA,NA
"21362","060952527024",484,NA,NA,NA
"21363","060952527025",237,NA,NA,NA
"21364","060952527026",259,NA,NA,NA
"21365","060952527031",620,NA,NA,NA
"21366","060952527032",523,NA,NA,NA
"21367","060952527033",512,NA,NA,NA
"21368","060952527041",497,NA,NA,NA
"21369","060952527042",466,NA,NA,NA
"21370","060952527043",436,NA,NA,NA
"21371","060952527044",195,NA,NA,NA
"21372","060952527045",449,NA,NA,NA
"21373","060952527051",611,NA,NA,NA
"21374","060952527052",291,NA,NA,NA
"21375","060952527053",317,NA,NA,NA
"21376","060952527054",659,NA,NA,NA
"21377","060952527055",574,NA,NA,NA
"21378","060952527061",1932,NA,NA,NA
"21379","060952527071",1344,NA,NA,NA
"21380","060952527072",1166,NA,NA,NA
"21381","060952527073",521,NA,NA,NA
"21382","060952528011",63,NA,NA,NA
"21383","060952528012",0,NA,NA,NA
"21384","060952528013",747,NA,NA,NA
"21385","060952528014",647,NA,NA,NA
"21386","060952528015",543,NA,NA,NA
"21387","060952528021",427,NA,NA,NA
"21388","060952528022",189,NA,NA,NA
"21389","060952529031",801,NA,NA,NA
"21390","060952529032",905,NA,NA,NA
"21391","060952529033",888,NA,NA,NA
"21392","060952529034",729,NA,NA,NA
"21393","060952529041",1258,NA,NA,NA
"21394","060952529042",2182,NA,NA,NA
"21395","060952529043",644,NA,NA,NA
"21396","060952529081",724,NA,NA,NA
"21397","060952529082",1183,NA,NA,NA
"21398","060952529083",753,NA,NA,NA
"21399","060952529091",1002,NA,NA,NA
"21400","060952529092",1468,NA,NA,NA
"21401","060952529101",887,NA,NA,NA
"21402","060952529102",871,NA,NA,NA
"21403","060952529103",1287,NA,NA,NA
"21404","060952529104",574,NA,NA,NA
"21405","060952529111",1294,NA,NA,NA
"21406","060952529112",1006,NA,NA,NA
"21407","060952529113",678,NA,NA,NA
"21408","060952529114",912,NA,NA,NA
"21409","060952529121",1082,NA,NA,NA
"21410","060952529122",593,NA,NA,NA
"21411","060952529123",521,NA,NA,NA
"21412","060952529124",944,NA,NA,NA
"21413","060952529125",1023,NA,NA,NA
"21414","060952529131",995,NA,NA,NA
"21415","060952529132",659,NA,NA,NA
"21416","060952529133",512,NA,NA,NA
"21417","060952529134",1268,NA,NA,NA
"21418","060952529141",2158,NA,NA,NA
"21419","060952529142",829,NA,NA,NA
"21420","060952529143",981,NA,NA,NA
"21421","060952529151",1063,NA,NA,NA
"21422","060952529152",1998,NA,NA,NA
"21423","060952530001",1570,NA,NA,NA
"21424","060952531011",359,NA,NA,NA
"21425","060952531012",953,NA,NA,NA
"21426","060952531013",871,NA,NA,NA
"21427","060952531014",599,NA,NA,NA
"21428","060952531015",887,NA,NA,NA
"21429","060952531016",748,NA,NA,NA
"21430","060952531051",1105,NA,NA,NA
"21431","060952531052",663,NA,NA,NA
"21432","060952531053",743,NA,NA,NA
"21433","060952531054",1052,NA,NA,NA
"21434","060952531055",669,NA,NA,NA
"21435","060952531061",403,NA,NA,NA
"21436","060952531062",818,NA,NA,NA
"21437","060952531063",1220,NA,NA,NA
"21438","060952531071",373,NA,NA,NA
"21439","060952531072",1512,NA,NA,NA
"21440","060952531073",1733,NA,NA,NA
"21441","060952531074",584,NA,NA,NA
"21442","060952531081",1257,NA,NA,NA
"21443","060952531082",816,NA,NA,NA
"21444","060952531083",799,NA,NA,NA
"21445","060952532011",1318,NA,NA,NA
"21446","060952532012",840,NA,NA,NA
"21447","060952532013",873,NA,NA,NA
"21448","060952532014",980,NA,NA,NA
"21449","060952532031",1046,NA,NA,NA
"21450","060952532032",1307,NA,NA,NA
"21451","060952532033",796,NA,NA,NA
"21452","060952532041",1400,NA,NA,NA
"21453","060952532042",784,NA,NA,NA
"21454","060952532043",1065,NA,NA,NA
"21455","060952532044",415,NA,NA,NA
"21456","060952532045",1157,NA,NA,NA
"21457","060952532051",858,NA,NA,NA
"21458","060952532052",569,NA,NA,NA
"21459","060952532053",580,NA,NA,NA
"21460","060952532061",1245,NA,NA,NA
"21461","060952532062",1096,NA,NA,NA
"21462","060952533001",1286,NA,NA,NA
"21463","060952533002",693,NA,NA,NA
"21464","060952534021",1021,NA,NA,NA
"21465","060952534022",639,NA,NA,NA
"21466","060952534023",779,NA,NA,NA
"21467","060952534024",2145,NA,NA,NA
"21468","060952534025",436,NA,NA,NA
"21469","060952534031",1537,NA,NA,NA
"21470","060952534032",1163,NA,NA,NA
"21471","060952534033",1116,NA,NA,NA
"21472","060952534041",1500,NA,NA,NA
"21473","060952534042",641,NA,NA,NA
"21474","060952534043",1597,NA,NA,NA
"21475","060952534044",1645,NA,NA,NA
"21476","060952535001",4109,NA,NA,NA
"21477","060952535002",1679,NA,NA,NA
"21478","060952535003",959,NA,NA,NA
"21479","060952535004",1334,NA,NA,NA
"21480","060959800001",0,NA,NA,NA
"21481","060971501001",1637,NA,NA,NA
"21482","060971501002",546,NA,NA,NA
"21483","060971501003",203,NA,NA,NA
"21484","060971502021",803,NA,NA,NA
"21485","060971502022",688,NA,NA,NA
"21486","060971502023",349,NA,NA,NA
"21487","060971502024",1091,NA,NA,NA
"21488","060971502025",1196,NA,NA,NA
"21489","060971502031",1740,NA,NA,NA
"21490","060971502032",921,NA,NA,NA
"21491","060971502033",1408,NA,NA,NA
"21492","060971502041",910,NA,NA,NA
"21493","060971502042",1382,NA,NA,NA
"21494","060971502043",1059,NA,NA,NA
"21495","060971503031",615,NA,NA,NA
"21496","060971503032",1153,NA,NA,NA
"21497","060971503033",664,NA,NA,NA
"21498","060971503034",1675,NA,NA,NA
"21499","060971503041",1037,NA,NA,NA
"21500","060971503042",1437,NA,NA,NA
"21501","060971503043",1208,NA,NA,NA
"21502","060971503044",926,NA,NA,NA
"21503","060971503051",371,NA,NA,NA
"21504","060971503052",735,NA,NA,NA
"21505","060971503053",1324,NA,NA,NA
"21506","060971503054",496,NA,NA,NA
"21507","060971503061",1029,NA,NA,NA
"21508","060971503062",783,NA,NA,NA
"21509","060971503063",1413,NA,NA,NA
"21510","060971505001",171,NA,NA,NA
"21511","060971505002",352,NA,NA,NA
"21512","060971505003",1615,NA,NA,NA
"21513","060971505004",503,NA,NA,NA
"21514","060971505005",715,NA,NA,NA
"21515","060971505006",641,NA,NA,NA
"21516","060971506011",1293,NA,NA,NA
"21517","060971506012",449,NA,NA,NA
"21518","060971506013",491,NA,NA,NA
"21519","060971506014",665,NA,NA,NA
"21520","060971506021",683,NA,NA,NA
"21521","060971506022",818,NA,NA,NA
"21522","060971506023",951,NA,NA,NA
"21523","060971506024",1122,NA,NA,NA
"21524","060971506031",1475,NA,NA,NA
"21525","060971506032",663,NA,NA,NA
"21526","060971506033",478,NA,NA,NA
"21527","060971506034",1338,NA,NA,NA
"21528","060971506035",851,NA,NA,NA
"21529","060971506036",903,NA,NA,NA
"21530","060971506071",951,NA,NA,NA
"21531","060971506072",338,NA,NA,NA
"21532","060971506073",2701,NA,NA,NA
"21533","060971506091",1537,NA,NA,NA
"21534","060971506092",895,NA,NA,NA
"21535","060971506093",637,NA,NA,NA
"21536","060971506094",928,NA,NA,NA
"21537","060971506101",757,NA,NA,NA
"21538","060971506102",1792,NA,NA,NA
"21539","060971506103",431,NA,NA,NA
"21540","060971506111",1773,NA,NA,NA
"21541","060971506112",755,NA,NA,NA
"21542","060971506113",506,NA,NA,NA
"21543","060971506121",2547,NA,NA,NA
"21544","060971506122",1563,NA,NA,NA
"21545","060971507011",1101,NA,NA,NA
"21546","060971507012",1117,NA,NA,NA
"21547","060971507013",758,NA,NA,NA
"21548","060971507014",833,NA,NA,NA
"21549","060971507021",1321,NA,NA,NA
"21550","060971507022",808,NA,NA,NA
"21551","060971507023",1219,NA,NA,NA
"21552","060971507024",890,NA,NA,NA
"21553","060971508001",566,NA,NA,NA
"21554","060971508002",884,NA,NA,NA
"21555","060971508003",714,NA,NA,NA
"21556","060971508004",2106,NA,NA,NA
"21557","060971509011",697,NA,NA,NA
"21558","060971509012",540,NA,NA,NA
"21559","060971509013",506,NA,NA,NA
"21560","060971509014",744,NA,NA,NA
"21561","060971509015",802,NA,NA,NA
"21562","060971509021",1074,NA,NA,NA
"21563","060971509022",726,NA,NA,NA
"21564","060971509023",767,NA,NA,NA
"21565","060971509024",436,NA,NA,NA
"21566","060971510001",1229,NA,NA,NA
"21567","060971510002",1003,NA,NA,NA
"21568","060971510003",1314,NA,NA,NA
"21569","060971511001",1699,NA,NA,NA
"21570","060971511002",2102,NA,NA,NA
"21571","060971511003",1049,NA,NA,NA
"21572","060971512011",1039,NA,NA,NA
"21573","060971512012",1465,NA,NA,NA
"21574","060971512013",881,NA,NA,NA
"21575","060971512014",1451,NA,NA,NA
"21576","060971512015",918,NA,NA,NA
"21577","060971512031",949,NA,NA,NA
"21578","060971512032",1032,NA,NA,NA
"21579","060971512033",826,NA,NA,NA
"21580","060971512034",1251,NA,NA,NA
"21581","060971512041",1102,NA,NA,NA
"21582","060971512042",827,NA,NA,NA
"21583","060971512043",411,NA,NA,NA
"21584","060971513011",1174,NA,NA,NA
"21585","060971513012",606,NA,NA,NA
"21586","060971513013",1228,NA,NA,NA
"21587","060971513051",1658,NA,NA,NA
"21588","060971513052",583,NA,NA,NA
"21589","060971513053",1124,NA,NA,NA
"21590","060971513054",587,NA,NA,NA
"21591","060971513061",412,NA,NA,NA
"21592","060971513062",612,NA,NA,NA
"21593","060971513063",749,NA,NA,NA
"21594","060971513064",1012,NA,NA,NA
"21595","060971513071",1598,NA,NA,NA
"21596","060971513072",815,NA,NA,NA
"21597","060971513073",1266,NA,NA,NA
"21598","060971513074",900,NA,NA,NA
"21599","060971513081",618,NA,NA,NA
"21600","060971513082",1849,NA,NA,NA
"21601","060971513083",330,NA,NA,NA
"21602","060971513084",416,NA,NA,NA
"21603","060971513085",765,NA,NA,NA
"21604","060971513091",1046,NA,NA,NA
"21605","060971513092",2381,NA,NA,NA
"21606","060971513093",1386,NA,NA,NA
"21607","060971513101",327,NA,NA,NA
"21608","060971513102",1333,NA,NA,NA
"21609","060971513103",928,NA,NA,NA
"21610","060971513104",1448,NA,NA,NA
"21611","060971513111",1370,NA,NA,NA
"21612","060971513112",831,NA,NA,NA
"21613","060971513113",1364,NA,NA,NA
"21614","060971513114",768,NA,NA,NA
"21615","060971513115",1009,NA,NA,NA
"21616","060971514011",3032,NA,NA,NA
"21617","060971514012",668,NA,NA,NA
"21618","060971514013",370,NA,NA,NA
"21619","060971514021",1135,NA,NA,NA
"21620","060971514022",1334,NA,NA,NA
"21621","060971514023",1273,NA,NA,NA
"21622","060971514024",639,NA,NA,NA
"21623","060971514025",1108,NA,NA,NA
"21624","060971515021",1634,NA,NA,NA
"21625","060971515022",753,NA,NA,NA
"21626","060971515023",854,NA,NA,NA
"21627","060971515024",543,NA,NA,NA
"21628","060971515025",815,NA,NA,NA
"21629","060971515026",1341,NA,NA,NA
"21630","060971515031",1155,NA,NA,NA
"21631","060971515032",750,NA,NA,NA
"21632","060971515033",1219,NA,NA,NA
"21633","060971515041",1020,NA,NA,NA
"21634","060971515042",1166,NA,NA,NA
"21635","060971515043",1075,NA,NA,NA
"21636","060971516011",741,NA,NA,NA
"21637","060971516012",975,NA,NA,NA
"21638","060971516013",1052,NA,NA,NA
"21639","060971516021",796,NA,NA,NA
"21640","060971516022",828,NA,NA,NA
"21641","060971516023",1228,NA,NA,NA
"21642","060971517001",504,NA,NA,NA
"21643","060971517002",868,NA,NA,NA
"21644","060971517003",967,NA,NA,NA
"21645","060971517004",1368,NA,NA,NA
"21646","060971517005",1128,NA,NA,NA
"21647","060971517006",944,NA,NA,NA
"21648","060971518001",1164,NA,NA,NA
"21649","060971518002",316,NA,NA,NA
"21650","060971518003",666,NA,NA,NA
"21651","060971518004",1522,NA,NA,NA
"21652","060971518005",461,NA,NA,NA
"21653","060971519001",748,NA,NA,NA
"21654","060971519002",752,NA,NA,NA
"21655","060971519003",492,NA,NA,NA
"21656","060971519004",725,NA,NA,NA
"21657","060971520001",828,NA,NA,NA
"21658","060971520002",589,NA,NA,NA
"21659","060971521001",1067,NA,NA,NA
"21660","060971521002",585,NA,NA,NA
"21661","060971521003",628,NA,NA,NA
"21662","060971522011",547,NA,NA,NA
"21663","060971522012",719,NA,NA,NA
"21664","060971522013",909,NA,NA,NA
"21665","060971522014",389,NA,NA,NA
"21666","060971522021",699,NA,NA,NA
"21667","060971522022",1484,NA,NA,NA
"21668","060971522023",1437,NA,NA,NA
"21669","060971522024",598,NA,NA,NA
"21670","060971522025",806,NA,NA,NA
"21671","060971522031",608,NA,NA,NA
"21672","060971522032",701,NA,NA,NA
"21673","060971522033",809,NA,NA,NA
"21674","060971522034",724,NA,NA,NA
"21675","060971523001",1225,NA,NA,NA
"21676","060971523002",867,NA,NA,NA
"21677","060971523003",963,NA,NA,NA
"21678","060971523004",598,NA,NA,NA
"21679","060971524001",1371,NA,NA,NA
"21680","060971524002",1551,NA,NA,NA
"21681","060971524003",871,NA,NA,NA
"21682","060971524004",1939,NA,NA,NA
"21683","060971524005",1344,NA,NA,NA
"21684","060971525011",1181,NA,NA,NA
"21685","060971525012",1374,NA,NA,NA
"21686","060971525013",789,NA,NA,NA
"21687","060971525021",1131,NA,NA,NA
"21688","060971525022",752,NA,NA,NA
"21689","060971525023",585,NA,NA,NA
