"","GEOID","white","hisp","no_income","poverty"
"1","060014001001",2394,NA,NA,NA
"2","060014002001",829,NA,NA,NA
"3","060014002002",748,NA,NA,NA
"4","060014003001",810,NA,NA,NA
"5","060014003002",1069,NA,NA,NA
"6","060014003003",657,NA,NA,NA
"7","060014003004",1212,NA,NA,NA
"8","060014004001",1310,NA,NA,NA
"9","060014004002",533,NA,NA,NA
"10","060014004003",905,NA,NA,NA
"11","060014005001",1338,NA,NA,NA
"12","060014005002",347,NA,NA,NA
"13","060014005003",351,NA,NA,NA
"14","060014006001",485,NA,NA,NA
"15","060014006002",451,NA,NA,NA
"16","060014007001",494,NA,NA,NA
"17","060014007002",722,NA,NA,NA
"18","060014007003",341,NA,NA,NA
"19","060014007004",626,NA,NA,NA
"20","060014008001",511,NA,NA,NA
"21","060014008002",366,NA,NA,NA
"22","060014008003",950,NA,NA,NA
"23","060014009001",608,NA,NA,NA
"24","060014009002",630,NA,NA,NA
"25","060014010001",429,NA,NA,NA
"26","060014010002",284,NA,NA,NA
"27","060014010003",819,NA,NA,NA
"28","060014010004",202,NA,NA,NA
"29","060014010005",422,NA,NA,NA
"30","060014010006",347,NA,NA,NA
"31","060014011001",242,NA,NA,NA
"32","060014011002",1068,NA,NA,NA
"33","060014011003",325,NA,NA,NA
"34","060014011004",852,NA,NA,NA
"35","060014012001",850,NA,NA,NA
"36","060014012002",490,NA,NA,NA
"37","060014012003",432,NA,NA,NA
"38","060014013001",439,NA,NA,NA
"39","060014013002",584,NA,NA,NA
"40","060014013003",614,NA,NA,NA
"41","060014014001",422,NA,NA,NA
"42","060014014002",729,NA,NA,NA
"43","060014014003",359,NA,NA,NA
"44","060014015001",353,NA,NA,NA
"45","060014015002",487,NA,NA,NA
"46","060014015003",268,NA,NA,NA
"47","060014016001",518,NA,NA,NA
"48","060014016002",298,NA,NA,NA
"49","060014017001",436,NA,NA,NA
"50","060014017002",977,NA,NA,NA
"51","060014017003",17,NA,NA,NA
"52","060014018001",383,NA,NA,NA
"53","060014018002",271,NA,NA,NA
"54","060014022001",486,NA,NA,NA
"55","060014022002",141,NA,NA,NA
"56","060014022003",202,NA,NA,NA
"57","060014024001",547,NA,NA,NA
"58","060014024002",239,NA,NA,NA
"59","060014025001",204,NA,NA,NA
"60","060014025002",7,NA,NA,NA
"61","060014026001",288,NA,NA,NA
"62","060014027001",166,NA,NA,NA
"63","060014027002",374,NA,NA,NA
"64","060014028001",381,NA,NA,NA
"65","060014028002",967,NA,NA,NA
"66","060014029001",348,NA,NA,NA
"67","060014030001",150,NA,NA,NA
"68","060014030002",76,NA,NA,NA
"69","060014031001",698,NA,NA,NA
"70","060014033001",860,NA,NA,NA
"71","060014033002",390,NA,NA,NA
"72","060014034001",689,NA,NA,NA
"73","060014034002",324,NA,NA,NA
"74","060014034003",408,NA,NA,NA
"75","060014034004",400,NA,NA,NA
"76","060014035011",664,NA,NA,NA
"77","060014035012",997,NA,NA,NA
"78","060014035013",218,NA,NA,NA
"79","060014035021",411,NA,NA,NA
"80","060014035022",552,NA,NA,NA
"81","060014036001",300,NA,NA,NA
"82","060014036002",734,NA,NA,NA
"83","060014036003",882,NA,NA,NA
"84","060014037011",627,NA,NA,NA
"85","060014037012",834,NA,NA,NA
"86","060014037021",208,NA,NA,NA
"87","060014037022",848,NA,NA,NA
"88","060014038001",268,NA,NA,NA
"89","060014038002",607,NA,NA,NA
"90","060014038003",398,NA,NA,NA
"91","060014038004",1068,NA,NA,NA
"92","060014039001",904,NA,NA,NA
"93","060014039002",673,NA,NA,NA
"94","060014039003",897,NA,NA,NA
"95","060014040001",1016,NA,NA,NA
"96","060014040002",837,NA,NA,NA
"97","060014041011",941,NA,NA,NA
"98","060014041012",1063,NA,NA,NA
"99","060014041021",1159,NA,NA,NA
"100","060014041022",729,NA,NA,NA
"101","060014042001",701,NA,NA,NA
"102","060014042002",996,NA,NA,NA
"103","060014042003",834,NA,NA,NA
"104","060014043001",783,NA,NA,NA
"105","060014043002",726,NA,NA,NA
"106","060014043003",806,NA,NA,NA
"107","060014044001",1754,NA,NA,NA
"108","060014044002",768,NA,NA,NA
"109","060014044003",1514,NA,NA,NA
"110","060014045011",1317,NA,NA,NA
"111","060014045021",759,NA,NA,NA
"112","060014045022",1137,NA,NA,NA
"113","060014045023",1290,NA,NA,NA
"114","060014045024",1496,NA,NA,NA
"115","060014046001",649,NA,NA,NA
"116","060014046002",578,NA,NA,NA
"117","060014046003",970,NA,NA,NA
"118","060014046004",1157,NA,NA,NA
"119","060014047001",801,NA,NA,NA
"120","060014047002",815,NA,NA,NA
"121","060014048001",693,NA,NA,NA
"122","060014048002",824,NA,NA,NA
"123","060014049001",624,NA,NA,NA
"124","060014049002",616,NA,NA,NA
"125","060014049003",466,NA,NA,NA
"126","060014049004",983,NA,NA,NA
"127","060014050001",489,NA,NA,NA
"128","060014050002",864,NA,NA,NA
"129","060014050003",847,NA,NA,NA
"130","060014051001",669,NA,NA,NA
"131","060014051002",503,NA,NA,NA
"132","060014051003",679,NA,NA,NA
"133","060014051004",389,NA,NA,NA
"134","060014051005",576,NA,NA,NA
"135","060014052001",617,NA,NA,NA
"136","060014052002",550,NA,NA,NA
"137","060014052003",466,NA,NA,NA
"138","060014052004",708,NA,NA,NA
"139","060014053011",1211,NA,NA,NA
"140","060014053012",468,NA,NA,NA
"141","060014053021",447,NA,NA,NA
"142","060014053022",414,NA,NA,NA
"143","060014054011",507,NA,NA,NA
"144","060014054012",153,NA,NA,NA
"145","060014054013",227,NA,NA,NA
"146","060014054021",152,NA,NA,NA
"147","060014054022",527,NA,NA,NA
"148","060014055001",143,NA,NA,NA
"149","060014055002",220,NA,NA,NA
"150","060014055003",230,NA,NA,NA
"151","060014055004",469,NA,NA,NA
"152","060014056001",197,NA,NA,NA
"153","060014056002",487,NA,NA,NA
"154","060014056003",608,NA,NA,NA
"155","060014057001",228,NA,NA,NA
"156","060014057002",156,NA,NA,NA
"157","060014057003",236,NA,NA,NA
"158","060014058001",376,NA,NA,NA
"159","060014058002",298,NA,NA,NA
"160","060014058003",325,NA,NA,NA
"161","060014058004",75,NA,NA,NA
"162","060014059011",584,NA,NA,NA
"163","060014059012",181,NA,NA,NA
"164","060014059013",48,NA,NA,NA
"165","060014059021",202,NA,NA,NA
"166","060014059022",188,NA,NA,NA
"167","060014060001",399,NA,NA,NA
"168","060014060002",270,NA,NA,NA
"169","060014060003",479,NA,NA,NA
"170","060014061001",628,NA,NA,NA
"171","060014061002",68,NA,NA,NA
"172","060014061003",535,NA,NA,NA
"173","060014061004",433,NA,NA,NA
"174","060014062011",39,NA,NA,NA
"175","060014062012",37,NA,NA,NA
"176","060014062013",238,NA,NA,NA
"177","060014062014",253,NA,NA,NA
"178","060014062021",85,NA,NA,NA
"179","060014062022",705,NA,NA,NA
"180","060014062023",718,NA,NA,NA
"181","060014063001",426,NA,NA,NA
"182","060014063002",246,NA,NA,NA
"183","060014063003",243,NA,NA,NA
"184","060014063004",99,NA,NA,NA
"185","060014064001",272,NA,NA,NA
"186","060014064002",765,NA,NA,NA
"187","060014065001",566,NA,NA,NA
"188","060014065002",153,NA,NA,NA
"189","060014065003",292,NA,NA,NA
"190","060014065004",304,NA,NA,NA
"191","060014066011",169,NA,NA,NA
"192","060014066012",407,NA,NA,NA
"193","060014066013",323,NA,NA,NA
"194","060014066014",77,NA,NA,NA
"195","060014066021",304,NA,NA,NA
"196","060014066022",226,NA,NA,NA
"197","060014067001",1078,NA,NA,NA
"198","060014067002",377,NA,NA,NA
"199","060014067003",584,NA,NA,NA
"200","060014067004",359,NA,NA,NA
"201","060014067005",356,NA,NA,NA
"202","060014068001",376,NA,NA,NA
"203","060014068002",391,NA,NA,NA
"204","060014068003",446,NA,NA,NA
"205","060014068004",300,NA,NA,NA
"206","060014069001",569,NA,NA,NA
"207","060014069002",893,NA,NA,NA
"208","060014069003",392,NA,NA,NA
"209","060014070001",59,NA,NA,NA
"210","060014070002",454,NA,NA,NA
"211","060014070003",156,NA,NA,NA
"212","060014070004",299,NA,NA,NA
"213","060014070005",188,NA,NA,NA
"214","060014071011",333,NA,NA,NA
"215","060014071012",288,NA,NA,NA
"216","060014071021",275,NA,NA,NA
"217","060014071022",213,NA,NA,NA
"218","060014071023",80,NA,NA,NA
"219","060014071024",43,NA,NA,NA
"220","060014072001",481,NA,NA,NA
"221","060014072002",826,NA,NA,NA
"222","060014072003",322,NA,NA,NA
"223","060014072004",372,NA,NA,NA
"224","060014073001",490,NA,NA,NA
"225","060014073002",575,NA,NA,NA
"226","060014074001",99,NA,NA,NA
"227","060014074002",325,NA,NA,NA
"228","060014074003",54,NA,NA,NA
"229","060014075001",149,NA,NA,NA
"230","060014075002",357,NA,NA,NA
"231","060014075003",52,NA,NA,NA
"232","060014076001",306,NA,NA,NA
"233","060014076002",452,NA,NA,NA
"234","060014076003",203,NA,NA,NA
"235","060014076004",184,NA,NA,NA
"236","060014076005",172,NA,NA,NA
"237","060014077001",400,NA,NA,NA
"238","060014077002",364,NA,NA,NA
"239","060014077003",426,NA,NA,NA
"240","060014077004",342,NA,NA,NA
"241","060014078001",407,NA,NA,NA
"242","060014078002",386,NA,NA,NA
"243","060014078003",312,NA,NA,NA
"244","060014079001",368,NA,NA,NA
"245","060014079002",536,NA,NA,NA
"246","060014079003",604,NA,NA,NA
"247","060014080001",521,NA,NA,NA
"248","060014080002",1131,NA,NA,NA
"249","060014081001",874,NA,NA,NA
"250","060014081002",1131,NA,NA,NA
"251","060014081003",439,NA,NA,NA
"252","060014081004",258,NA,NA,NA
"253","060014082001",615,NA,NA,NA
"254","060014082002",344,NA,NA,NA
"255","060014082003",145,NA,NA,NA
"256","060014083001",275,NA,NA,NA
"257","060014083002",519,NA,NA,NA
"258","060014083003",245,NA,NA,NA
"259","060014083004",199,NA,NA,NA
"260","060014083005",189,NA,NA,NA
"261","060014084001",248,NA,NA,NA
"262","060014084002",68,NA,NA,NA
"263","060014084003",186,NA,NA,NA
"264","060014085001",64,NA,NA,NA
"265","060014085002",40,NA,NA,NA
"266","060014085003",10,NA,NA,NA
"267","060014085004",103,NA,NA,NA
"268","060014085005",54,NA,NA,NA
"269","060014086001",171,NA,NA,NA
"270","060014086002",499,NA,NA,NA
"271","060014086003",161,NA,NA,NA
"272","060014086004",118,NA,NA,NA
"273","060014087001",138,NA,NA,NA
"274","060014087002",113,NA,NA,NA
"275","060014087003",280,NA,NA,NA
"276","060014087004",79,NA,NA,NA
"277","060014087005",500,NA,NA,NA
"278","060014087006",189,NA,NA,NA
"279","060014088001",60,NA,NA,NA
"280","060014088002",506,NA,NA,NA
"281","060014088003",9,NA,NA,NA
"282","060014088004",152,NA,NA,NA
"283","060014089001",307,NA,NA,NA
"284","060014089002",199,NA,NA,NA
"285","060014090001",169,NA,NA,NA
"286","060014090002",0,NA,NA,NA
"287","060014090003",271,NA,NA,NA
"288","060014090004",0,NA,NA,NA
"289","060014091001",469,NA,NA,NA
"290","060014091002",252,NA,NA,NA
"291","060014092001",205,NA,NA,NA
"292","060014092002",167,NA,NA,NA
"293","060014093001",342,NA,NA,NA
"294","060014093002",404,NA,NA,NA
"295","060014093003",38,NA,NA,NA
"296","060014093004",143,NA,NA,NA
"297","060014094001",149,NA,NA,NA
"298","060014094002",411,NA,NA,NA
"299","060014094003",459,NA,NA,NA
"300","060014095001",202,NA,NA,NA
"301","060014095002",423,NA,NA,NA
"302","060014095003",285,NA,NA,NA
"303","060014096001",132,NA,NA,NA
"304","060014096002",74,NA,NA,NA
"305","060014096003",200,NA,NA,NA
"306","060014096004",64,NA,NA,NA
"307","060014096005",47,NA,NA,NA
"308","060014097001",57,NA,NA,NA
"309","060014097002",475,NA,NA,NA
"310","060014097003",200,NA,NA,NA
"311","060014097004",104,NA,NA,NA
"312","060014098001",470,NA,NA,NA
"313","060014098002",333,NA,NA,NA
"314","060014098003",122,NA,NA,NA
"315","060014099001",314,NA,NA,NA
"316","060014099002",221,NA,NA,NA
"317","060014099003",324,NA,NA,NA
"318","060014099004",349,NA,NA,NA
"319","060014100001",503,NA,NA,NA
"320","060014100002",551,NA,NA,NA
"321","060014100003",0,NA,NA,NA
"322","060014101001",208,NA,NA,NA
"323","060014101002",179,NA,NA,NA
"324","060014102001",189,NA,NA,NA
"325","060014102002",16,NA,NA,NA
"326","060014102003",10,NA,NA,NA
"327","060014103001",254,NA,NA,NA
"328","060014103002",187,NA,NA,NA
"329","060014103003",555,NA,NA,NA
"330","060014104001",275,NA,NA,NA
"331","060014104002",97,NA,NA,NA
"332","060014104003",442,NA,NA,NA
"333","060014105001",547,NA,NA,NA
"334","060014201001",665,NA,NA,NA
"335","060014201002",590,NA,NA,NA
"336","060014201003",346,NA,NA,NA
"337","060014202001",356,NA,NA,NA
"338","060014202002",541,NA,NA,NA
"339","060014202003",425,NA,NA,NA
"340","060014203001",596,NA,NA,NA
"341","060014203002",769,NA,NA,NA
"342","060014203003",386,NA,NA,NA
"343","060014204001",1298,NA,NA,NA
"344","060014205001",602,NA,NA,NA
"345","060014205002",762,NA,NA,NA
"346","060014206001",1175,NA,NA,NA
"347","060014206002",692,NA,NA,NA
"348","060014206003",611,NA,NA,NA
"349","060014211001",619,NA,NA,NA
"350","060014211002",1119,NA,NA,NA
"351","060014212001",460,NA,NA,NA
"352","060014212002",1141,NA,NA,NA
"353","060014212003",457,NA,NA,NA
"354","060014212004",668,NA,NA,NA
"355","060014213001",1000,NA,NA,NA
"356","060014213002",734,NA,NA,NA
"357","060014213003",794,NA,NA,NA
"358","060014213004",578,NA,NA,NA
"359","060014214001",755,NA,NA,NA
"360","060014214002",473,NA,NA,NA
"361","060014215001",962,NA,NA,NA
"362","060014215002",1027,NA,NA,NA
"363","060014215003",949,NA,NA,NA
"364","060014216001",626,NA,NA,NA
"365","060014216002",1072,NA,NA,NA
"366","060014216003",487,NA,NA,NA
"367","060014216004",571,NA,NA,NA
"368","060014217001",1146,NA,NA,NA
"369","060014217002",622,NA,NA,NA
"370","060014217003",761,NA,NA,NA
"371","060014218001",878,NA,NA,NA
"372","060014218002",778,NA,NA,NA
"373","060014219001",710,NA,NA,NA
"374","060014219002",588,NA,NA,NA
"375","060014219003",802,NA,NA,NA
"376","060014219004",535,NA,NA,NA
"377","060014220001",1133,NA,NA,NA
"378","060014220002",330,NA,NA,NA
"379","060014221001",426,NA,NA,NA
"380","060014221002",1158,NA,NA,NA
"381","060014222001",655,NA,NA,NA
"382","060014222002",579,NA,NA,NA
"383","060014222003",791,NA,NA,NA
"384","060014223001",590,NA,NA,NA
"385","060014223002",759,NA,NA,NA
"386","060014223003",987,NA,NA,NA
"387","060014224001",1090,NA,NA,NA
"388","060014224002",323,NA,NA,NA
"389","060014224003",932,NA,NA,NA
"390","060014225001",877,NA,NA,NA
"391","060014225002",494,NA,NA,NA
"392","060014225003",964,NA,NA,NA
"393","060014226001",482,NA,NA,NA
"394","060014227001",720,NA,NA,NA
"395","060014227002",895,NA,NA,NA
"396","060014227003",1292,NA,NA,NA
"397","060014228001",1648,NA,NA,NA
"398","060014228002",841,NA,NA,NA
"399","060014228003",815,NA,NA,NA
"400","060014229001",1028,NA,NA,NA
"401","060014229002",1083,NA,NA,NA
"402","060014230001",1060,NA,NA,NA
"403","060014230002",1184,NA,NA,NA
"404","060014230003",715,NA,NA,NA
"405","060014231001",895,NA,NA,NA
"406","060014231002",499,NA,NA,NA
"407","060014231003",422,NA,NA,NA
"408","060014231004",549,NA,NA,NA
"409","060014232001",693,NA,NA,NA
"410","060014232002",609,NA,NA,NA
"411","060014233001",434,NA,NA,NA
"412","060014233002",629,NA,NA,NA
"413","060014233003",649,NA,NA,NA
"414","060014234001",512,NA,NA,NA
"415","060014234002",491,NA,NA,NA
"416","060014234003",1279,NA,NA,NA
"417","060014234004",614,NA,NA,NA
"418","060014235001",752,NA,NA,NA
"419","060014235002",412,NA,NA,NA
"420","060014235003",669,NA,NA,NA
"421","060014236011",1061,NA,NA,NA
"422","060014236012",921,NA,NA,NA
"423","060014236021",861,NA,NA,NA
"424","060014236022",715,NA,NA,NA
"425","060014236023",1799,NA,NA,NA
"426","060014237001",1346,NA,NA,NA
"427","060014237002",841,NA,NA,NA
"428","060014237003",675,NA,NA,NA
"429","060014238001",489,NA,NA,NA
"430","060014238002",982,NA,NA,NA
"431","060014238003",1091,NA,NA,NA
"432","060014239011",852,NA,NA,NA
"433","060014239012",572,NA,NA,NA
"434","060014239021",417,NA,NA,NA
"435","060014239022",755,NA,NA,NA
"436","060014240011",529,NA,NA,NA
"437","060014240012",498,NA,NA,NA
"438","060014240013",556,NA,NA,NA
"439","060014240014",416,NA,NA,NA
"440","060014240021",470,NA,NA,NA
"441","060014240022",328,NA,NA,NA
"442","060014251011",899,NA,NA,NA
"443","060014251012",157,NA,NA,NA
"444","060014251021",665,NA,NA,NA
"445","060014251022",653,NA,NA,NA
"446","060014251023",167,NA,NA,NA
"447","060014251031",347,NA,NA,NA
"448","060014251032",595,NA,NA,NA
"449","060014251033",414,NA,NA,NA
"450","060014251041",734,NA,NA,NA
"451","060014251042",679,NA,NA,NA
"452","060014261001",902,NA,NA,NA
"453","060014261002",509,NA,NA,NA
"454","060014261003",833,NA,NA,NA
"455","060014261004",856,NA,NA,NA
"456","060014261005",1120,NA,NA,NA
"457","060014261006",697,NA,NA,NA
"458","060014262001",1092,NA,NA,NA
"459","060014262002",1570,NA,NA,NA
"460","060014262003",851,NA,NA,NA
"461","060014271001",774,NA,NA,NA
"462","060014271002",722,NA,NA,NA
"463","060014271003",1319,NA,NA,NA
"464","060014272001",528,NA,NA,NA
"465","060014272002",547,NA,NA,NA
"466","060014272003",452,NA,NA,NA
"467","060014272004",476,NA,NA,NA
"468","060014272005",38,NA,NA,NA
"469","060014273001",799,NA,NA,NA
"470","060014273002",448,NA,NA,NA
"471","060014273003",540,NA,NA,NA
"472","060014273004",363,NA,NA,NA
"473","060014273005",161,NA,NA,NA
"474","060014276001",728,NA,NA,NA
"475","060014276002",653,NA,NA,NA
"476","060014276003",280,NA,NA,NA
"477","060014277001",377,NA,NA,NA
"478","060014277002",1146,NA,NA,NA
"479","060014277003",580,NA,NA,NA
"480","060014277004",746,NA,NA,NA
"481","060014278001",346,NA,NA,NA
"482","060014278002",618,NA,NA,NA
"483","060014278003",840,NA,NA,NA
"484","060014278004",491,NA,NA,NA
"485","060014278005",517,NA,NA,NA
"486","060014279001",307,NA,NA,NA
"487","060014279002",862,NA,NA,NA
"488","060014279003",395,NA,NA,NA
"489","060014279004",385,NA,NA,NA
"490","060014279005",824,NA,NA,NA
"491","060014280001",121,NA,NA,NA
"492","060014280002",1075,NA,NA,NA
"493","060014281001",881,NA,NA,NA
"494","060014281002",802,NA,NA,NA
"495","060014281003",608,NA,NA,NA
"496","060014281004",593,NA,NA,NA
"497","060014282001",886,NA,NA,NA
"498","060014282002",939,NA,NA,NA
"499","060014282003",650,NA,NA,NA
"500","060014282004",476,NA,NA,NA
"501","060014282005",916,NA,NA,NA
"502","060014283011",977,NA,NA,NA
"503","060014283012",388,NA,NA,NA
"504","060014283013",479,NA,NA,NA
"505","060014283014",764,NA,NA,NA
"506","060014283021",995,NA,NA,NA
"507","060014283022",1044,NA,NA,NA
"508","060014283023",1255,NA,NA,NA
"509","060014284001",986,NA,NA,NA
"510","060014284002",412,NA,NA,NA
"511","060014284003",815,NA,NA,NA
"512","060014285001",960,NA,NA,NA
"513","060014285002",423,NA,NA,NA
"514","060014286001",743,NA,NA,NA
"515","060014286002",321,NA,NA,NA
"516","060014286003",507,NA,NA,NA
"517","060014287001",1313,NA,NA,NA
"518","060014287002",291,NA,NA,NA
"519","060014301011",372,NA,NA,NA
"520","060014301012",785,NA,NA,NA
"521","060014301013",1017,NA,NA,NA
"522","060014301021",1604,NA,NA,NA
"523","060014302001",1159,NA,NA,NA
"524","060014302002",669,NA,NA,NA
"525","060014302003",800,NA,NA,NA
"526","060014302004",821,NA,NA,NA
"527","060014302005",895,NA,NA,NA
"528","060014303001",1031,NA,NA,NA
"529","060014303002",746,NA,NA,NA
"530","060014303003",668,NA,NA,NA
"531","060014304001",587,NA,NA,NA
"532","060014304002",752,NA,NA,NA
"533","060014305001",1351,NA,NA,NA
"534","060014305002",425,NA,NA,NA
"535","060014305003",782,NA,NA,NA
"536","060014306001",756,NA,NA,NA
"537","060014306002",450,NA,NA,NA
"538","060014306003",1943,NA,NA,NA
"539","060014306004",509,NA,NA,NA
"540","060014307001",525,NA,NA,NA
"541","060014307002",1268,NA,NA,NA
"542","060014307003",583,NA,NA,NA
"543","060014308001",493,NA,NA,NA
"544","060014308002",275,NA,NA,NA
"545","060014308003",1553,NA,NA,NA
"546","060014308004",961,NA,NA,NA
"547","060014309001",1274,NA,NA,NA
"548","060014309002",1855,NA,NA,NA
"549","060014310001",800,NA,NA,NA
"550","060014310002",656,NA,NA,NA
"551","060014311001",825,NA,NA,NA
"552","060014311002",1210,NA,NA,NA
"553","060014312001",800,NA,NA,NA
"554","060014312002",897,NA,NA,NA
"555","060014312003",1696,NA,NA,NA
"556","060014321001",613,NA,NA,NA
"557","060014321002",524,NA,NA,NA
"558","060014321003",692,NA,NA,NA
"559","060014322001",385,NA,NA,NA
"560","060014322002",411,NA,NA,NA
"561","060014322003",1004,NA,NA,NA
"562","060014323001",569,NA,NA,NA
"563","060014323002",297,NA,NA,NA
"564","060014323003",734,NA,NA,NA
"565","060014324001",664,NA,NA,NA
"566","060014324002",1679,NA,NA,NA
"567","060014324003",815,NA,NA,NA
"568","060014325011",349,NA,NA,NA
"569","060014325012",422,NA,NA,NA
"570","060014325013",996,NA,NA,NA
"571","060014325021",643,NA,NA,NA
"572","060014325022",346,NA,NA,NA
"573","060014325023",692,NA,NA,NA
"574","060014326001",406,NA,NA,NA
"575","060014326002",405,NA,NA,NA
"576","060014326003",411,NA,NA,NA
"577","060014326004",567,NA,NA,NA
"578","060014326005",973,NA,NA,NA
"579","060014327001",662,NA,NA,NA
"580","060014327002",438,NA,NA,NA
"581","060014327003",634,NA,NA,NA
"582","060014328001",394,NA,NA,NA
"583","060014328002",642,NA,NA,NA
"584","060014328003",499,NA,NA,NA
"585","060014330001",371,NA,NA,NA
"586","060014330002",452,NA,NA,NA
"587","060014330003",461,NA,NA,NA
"588","060014330004",313,NA,NA,NA
"589","060014331021",545,NA,NA,NA
"590","060014331022",861,NA,NA,NA
"591","060014331031",999,NA,NA,NA
"592","060014331032",410,NA,NA,NA
"593","060014331041",308,NA,NA,NA
"594","060014331042",515,NA,NA,NA
"595","060014331043",845,NA,NA,NA
"596","060014332001",570,NA,NA,NA
"597","060014332002",847,NA,NA,NA
"598","060014332003",397,NA,NA,NA
"599","060014332004",417,NA,NA,NA
"600","060014333001",625,NA,NA,NA
"601","060014333002",224,NA,NA,NA
"602","060014333003",519,NA,NA,NA
"603","060014333004",765,NA,NA,NA
"604","060014333005",614,NA,NA,NA
"605","060014334001",199,NA,NA,NA
"606","060014334002",472,NA,NA,NA
"607","060014334003",255,NA,NA,NA
"608","060014334004",82,NA,NA,NA
"609","060014334005",117,NA,NA,NA
"610","060014334006",230,NA,NA,NA
"611","060014335001",660,NA,NA,NA
"612","060014335002",349,NA,NA,NA
"613","060014335003",460,NA,NA,NA
"614","060014335004",238,NA,NA,NA
"615","060014336001",349,NA,NA,NA
"616","060014336002",336,NA,NA,NA
"617","060014336003",554,NA,NA,NA
"618","060014336004",779,NA,NA,NA
"619","060014337001",600,NA,NA,NA
"620","060014337002",737,NA,NA,NA
"621","060014337003",509,NA,NA,NA
"622","060014338001",12,NA,NA,NA
"623","060014338002",1447,NA,NA,NA
"624","060014338003",618,NA,NA,NA
"625","060014338004",437,NA,NA,NA
"626","060014339001",549,NA,NA,NA
"627","060014339002",545,NA,NA,NA
"628","060014339003",214,NA,NA,NA
"629","060014339004",1297,NA,NA,NA
"630","060014340001",1505,NA,NA,NA
"631","060014340002",421,NA,NA,NA
"632","060014340003",438,NA,NA,NA
"633","060014351021",1200,NA,NA,NA
"634","060014351022",1653,NA,NA,NA
"635","060014351031",1420,NA,NA,NA
"636","060014351032",889,NA,NA,NA
"637","060014351033",453,NA,NA,NA
"638","060014351041",565,NA,NA,NA
"639","060014351042",1004,NA,NA,NA
"640","060014351043",279,NA,NA,NA
"641","060014352001",1123,NA,NA,NA
"642","060014352002",563,NA,NA,NA
"643","060014353001",562,NA,NA,NA
"644","060014353002",954,NA,NA,NA
"645","060014353003",283,NA,NA,NA
"646","060014354001",592,NA,NA,NA
"647","060014354002",368,NA,NA,NA
"648","060014354003",678,NA,NA,NA
"649","060014355001",399,NA,NA,NA
"650","060014355002",900,NA,NA,NA
"651","060014355003",569,NA,NA,NA
"652","060014356011",1213,NA,NA,NA
"653","060014356012",922,NA,NA,NA
"654","060014356021",892,NA,NA,NA
"655","060014356022",398,NA,NA,NA
"656","060014356023",759,NA,NA,NA
"657","060014356024",1008,NA,NA,NA
"658","060014357001",630,NA,NA,NA
"659","060014357002",519,NA,NA,NA
"660","060014357003",595,NA,NA,NA
"661","060014357004",780,NA,NA,NA
"662","060014358001",680,NA,NA,NA
"663","060014358002",457,NA,NA,NA
"664","060014358003",830,NA,NA,NA
"665","060014358004",283,NA,NA,NA
"666","060014359001",979,NA,NA,NA
"667","060014359002",813,NA,NA,NA
"668","060014359003",549,NA,NA,NA
"669","060014359004",296,NA,NA,NA
"670","060014360001",709,NA,NA,NA
"671","060014360002",1159,NA,NA,NA
"672","060014360003",975,NA,NA,NA
"673","060014361001",721,NA,NA,NA
"674","060014361002",1458,NA,NA,NA
"675","060014361003",829,NA,NA,NA
"676","060014362001",651,NA,NA,NA
"677","060014362002",916,NA,NA,NA
"678","060014363001",834,NA,NA,NA
"679","060014363002",1182,NA,NA,NA
"680","060014363003",757,NA,NA,NA
"681","060014363004",783,NA,NA,NA
"682","060014364011",580,NA,NA,NA
"683","060014364012",854,NA,NA,NA
"684","060014364013",955,NA,NA,NA
"685","060014364014",390,NA,NA,NA
"686","060014364015",368,NA,NA,NA
"687","060014364021",890,NA,NA,NA
"688","060014364022",549,NA,NA,NA
"689","060014365001",752,NA,NA,NA
"690","060014365002",1276,NA,NA,NA
"691","060014366011",586,NA,NA,NA
"692","060014366012",1223,NA,NA,NA
"693","060014366013",1172,NA,NA,NA
"694","060014366021",1171,NA,NA,NA
"695","060014366022",499,NA,NA,NA
"696","060014367001",611,NA,NA,NA
"697","060014367002",949,NA,NA,NA
"698","060014368001",457,NA,NA,NA
"699","060014368002",626,NA,NA,NA
"700","060014369001",972,NA,NA,NA
"701","060014369002",271,NA,NA,NA
"702","060014369003",707,NA,NA,NA
"703","060014369004",1323,NA,NA,NA
"704","060014370001",598,NA,NA,NA
"705","060014370002",229,NA,NA,NA
"706","060014370003",556,NA,NA,NA
"707","060014371011",857,NA,NA,NA
"708","060014371012",441,NA,NA,NA
"709","060014371013",1078,NA,NA,NA
"710","060014371021",202,NA,NA,NA
"711","060014371022",268,NA,NA,NA
"712","060014371023",414,NA,NA,NA
"713","060014372001",626,NA,NA,NA
"714","060014372002",232,NA,NA,NA
"715","060014372003",341,NA,NA,NA
"716","060014372004",1079,NA,NA,NA
"717","060014373001",271,NA,NA,NA
"718","060014373002",457,NA,NA,NA
"719","060014373003",170,NA,NA,NA
"720","060014374001",358,NA,NA,NA
"721","060014374002",1028,NA,NA,NA
"722","060014375001",634,NA,NA,NA
"723","060014375002",1142,NA,NA,NA
"724","060014376001",690,NA,NA,NA
"725","060014376002",410,NA,NA,NA
"726","060014377011",368,NA,NA,NA
"727","060014377012",728,NA,NA,NA
"728","060014377013",276,NA,NA,NA
"729","060014377021",900,NA,NA,NA
"730","060014377022",905,NA,NA,NA
"731","060014378001",1167,NA,NA,NA
